# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2025-10-30 13:58:34 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03479000 WATAUGA RIVER NEAR SUGAR GROVE, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 03479000
#            TS   parameter     Description
#        239343       00045     Precipitation, total, inches
#        242355       00065     Gage height, feet
#        313064       63160     Stream water level elevation above NAVD 1988, in feet
#         90260       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	239343_00045	239343_00045_cd	242355_00065	242355_00065_cd	313064_63160	313064_63160_cd	90260_00060	90260_00060_cd
USGS	03479000	2024-09-20 19:30	EDT	0.00	A	1.56	A	2609.24	A	55.5	A
USGS	03479000	2024-09-20 19:45	EDT	0.00	A	1.55	A	2609.23	A	54.0	A
USGS	03479000	2024-09-20 20:00	EDT	0.00	A	1.55	A	2609.23	A	54.0	A
USGS	03479000	2024-09-20 20:15	EDT	0.00	A	1.55	A	2609.23	A	54.0	A
USGS	03479000	2024-09-20 20:30	EDT	0.00	A	1.55	A	2609.23	A	54.0	A
USGS	03479000	2024-09-20 20:45	EDT	0.00	A	1.55	A	2609.23	A	54.0	A
USGS	03479000	2024-09-20 21:00	EDT	0.00	A	1.55	A	2609.23	A	54.0	A
USGS	03479000	2024-09-20 21:15	EDT	0.00	A	1.55	A	2609.23	A	54.0	A
USGS	03479000	2024-09-20 21:30	EDT	0.00	A	1.55	A	2609.23	A	54.0	A
USGS	03479000	2024-09-20 21:45	EDT	0.00	A	1.55	A	2609.23	A	54.0	A
USGS	03479000	2024-09-20 22:00	EDT	0.00	A	1.54	A	2609.22	A	52.5	A
USGS	03479000	2024-09-20 22:15	EDT	0.00	A	1.54	A	2609.22	A	52.5	A
USGS	03479000	2024-09-20 22:30	EDT	0.00	A	1.54	A	2609.22	A	52.5	A
USGS	03479000	2024-09-20 22:45	EDT	0.00	A	1.54	A	2609.22	A	52.5	A
USGS	03479000	2024-09-20 23:00	EDT	0.00	A	1.54	A	2609.22	A	52.5	A
USGS	03479000	2024-09-20 23:15	EDT	0.00	A	1.54	A	2609.22	A	52.5	A
USGS	03479000	2024-09-20 23:30	EDT	0.00	A	1.54	A	2609.22	A	52.5	A
USGS	03479000	2024-09-20 23:45	EDT	0.00	A	1.54	A	2609.22	A	52.5	A
USGS	03479000	2024-09-21 00:00	EDT	0.00	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-21 00:15	EDT	0.00	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-21 00:30	EDT	0.00	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-21 00:45	EDT	0.00	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-21 01:00	EDT	0.00	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-21 01:15	EDT	0.00	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-21 01:30	EDT	0.00	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-21 01:45	EDT	0.00	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-21 02:00	EDT	0.00	A	1.53	A	2609.21	A	51.0	A
USGS	03479000	2024-09-21 02:15	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 02:30	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 02:45	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 03:00	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 03:15	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 03:30	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 03:45	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 04:00	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 04:15	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 04:30	EDT	0.00	A	1.52	A	2609.20	A	49.6	A
USGS	03479000	2024-09-21 04:45	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 05:00	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 05:15	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 05:30	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 05:45	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 06:00	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 06:15	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 06:30	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 06:45	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 07:00	EDT	0.00	A	1.51	A	2609.19	A	48.2	A
USGS	03479000	2024-09-21 07:15	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 07:30	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 07:45	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 08:00	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 08:15	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 08:30	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 08:45	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 09:00	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 09:15	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 09:30	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 09:45	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 10:00	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 10:15	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 10:30	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 10:45	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 11:00	EDT	0.00	A	1.50	A	2609.18	A	46.9	A
USGS	03479000	2024-09-21 11:15	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 11:30	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 11:45	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 12:00	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 12:15	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 12:30	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 12:45	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 13:00	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 13:15	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 13:30	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 13:45	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 14:00	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 14:15	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 14:30	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 14:45	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 15:00	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 15:15	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 15:30	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 15:45	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 16:00	EDT	0.00	A	1.49	A	2609.17	A	45.5	A
USGS	03479000	2024-09-21 16:15	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 16:30	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 16:45	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 17:00	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 17:15	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 17:30	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 17:45	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 18:00	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 18:15	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 18:30	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 18:45	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 19:00	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 19:15	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 19:30	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 19:45	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 20:00	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 20:15	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 20:30	EDT	0.00	A	1.48	A	2609.16	A	44.2	A
USGS	03479000	2024-09-21 20:45	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 21:00	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 21:15	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 21:30	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 21:45	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 22:00	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 22:15	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 22:30	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 22:45	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 23:00	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 23:15	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 23:30	EDT	0.00	A	1.47	A	2609.15	A	42.9	A
USGS	03479000	2024-09-21 23:45	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 00:00	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 00:15	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 00:30	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 00:45	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 01:00	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 01:15	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 01:30	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 01:45	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 02:00	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 02:15	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 02:30	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 02:45	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 03:00	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 03:15	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 03:30	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 03:45	EDT	0.00	A	1.46	A	2609.14	A	41.6	A
USGS	03479000	2024-09-22 04:00	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 04:15	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 04:30	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 04:45	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 05:00	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 05:15	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 05:30	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 05:45	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 06:00	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 06:15	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 06:30	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 06:45	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 07:00	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 07:15	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 07:30	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 07:45	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 08:00	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 08:15	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 08:30	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 08:45	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 09:00	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 09:15	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 09:30	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 09:45	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 10:00	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 10:15	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 10:30	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 10:45	EDT	0.00	A	1.45	A	2609.13	A	40.4	A
USGS	03479000	2024-09-22 11:00	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 11:15	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 11:30	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 11:45	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 12:00	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 12:15	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 12:30	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 12:45	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 13:00	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 13:15	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 13:30	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 13:45	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 14:00	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 14:15	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 14:30	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 14:45	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 15:00	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 15:15	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 15:30	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 15:45	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 16:00	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 16:15	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 16:30	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 16:45	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 17:00	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 17:15	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 17:30	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 17:45	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 18:00	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 18:15	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 18:30	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
USGS	03479000	2024-09-22 18:45	EDT	0.00	A	1.44	A	2609.12	A	39.1	A
